tax_name	tax_rank	taxa_full_id
Bosea sp. CRIB-13	species	378403
Bosea sp. fei-4-9	species	487615
Bosea sp. GR060219	species	505436
Bosea sp. GSM-187	species	698987
Bosea sp. HLS29	species	1259027
Bosea sp. JPB-5.11a	species	521482
Bosea sp. LC311	species	1114320
Bosea sp. MDB1-7	species	1259028
Bosea sp. R-38307	species	885444
Bosea sp. R-46060	species	946786
Bosea sp. RNE 2	species	936191
Bosea sp. SS7	species	908576
Bosea sp. TPR12	species	510129
Bosea sp. WAO	species	406341
Bosea thiooxidans	species	53254
Bowmanella pacifica	species	502051
Brachybacterium faecium	species	43669
Brachybacterium muris	species	219301
Brachybacterium nesterenkovii	species	47847
Brachybacterium paraconglomeratum	species	173362
Brachybacterium phenoliresistens	species	396014
Brachybacterium sp. b110-100S	species	887507
Brachybacterium sp. BK-8	species	745390
Brachybacterium sp. DoB14	species	1151806
Brachybacterium sp. DS-11	species	988332
Brachybacterium sp. JB113	species	1434825
Brachybacterium sp. KM5	species	549824
Brachybacterium sp. NIO-27	species	993072
Brachybacterium sp. S21F1	species	71545
Brachybacterium sp. S26	species	1213380
Brachybacterium sp. V12	species	684773
Brachybacterium sp. ZJHD5-23	species	1416800
Brachybacterium squillarum	species	661979
Brachymonas sp. canine oral taxon 015	species	1151459
Brachyspira aalborgi	species	29522
Brachyspira alvinipulli	species	84379
Brachyspira hampsonii	species	1287055
Brachyspira innocens	species	13264
Brachyspira muris	species	797080
Brachyspira pilosicoli	species	52584
Brachyspira pulli	species	310721
Brachyspira sp. AN 1788/01	species	242785
Brachyspira sp. HIS3	species	545018
Brachyspira sp. HIS5	species	545020
Brachyspira sp. NSH-37	species	1203239
Bradyrhizobium canariense	species	255045
Bradyrhizobium elkanii	species	29448
Bradyrhizobium genosp. TUXTLAS-13	species	717811
Bradyrhizobium japonicum	species	375
Bradyrhizobium jicamae	species	280332
Bradyrhizobium lablabi	species	722472
Bradyrhizobium sp. 1-A-6	species	401998
Bradyrhizobium sp. 112L1DEPT	species	941590
Bradyrhizobium sp. 124L2DEPT	species	941591
Bradyrhizobium sp. 164LB2PYPT	species	941595
Bradyrhizobium sp. 172CA8SAPT	species	941597
Bradyrhizobium sp. 175LB2PYPT	species	941598
Bradyrhizobium sp. 45L2DEPT	species	941608
Bradyrhizobium sp. 55AG	species	574725
Bradyrhizobium sp. 68A4SAPT	species	941611
Bradyrhizobium sp. 82CASAPT	species	941614
Bradyrhizobium sp. AA67	species	261762
Bradyrhizobium sp. BR3356	species	989373
Bradyrhizobium sp. BR3367	species	989379
Bradyrhizobium sp. BR3373	species	989383
Bradyrhizobium sp. CCBAU 53380	species	1325117
Bradyrhizobium sp. CCBAU 65788	species	520830
Bradyrhizobium sp. CTFI26	species	515501
Bradyrhizobium sp. CTFI410	species	515504
Bradyrhizobium sp. CTFI52	species	515506
Bradyrhizobium sp. CTFI54	species	515507
Bradyrhizobium sp. GSM-469	species	698989
Bradyrhizobium sp. ICMP 14754	species	266314
Bradyrhizobium sp. ISA2507	species	1424399
Bradyrhizobium sp. JR017	species	432320
Bradyrhizobium sp. LmjG2	species	1226345
Bradyrhizobium sp. LmjG3	species	1226346
Bradyrhizobium sp. LUP3	species	1290770
Bradyrhizobium sp. MAFF 211645	species	575406
Bradyrhizobium sp. MG-2011-42-CD	species	1041697
Bradyrhizobium sp. ML527	species	627665
Bradyrhizobium sp. NZP2309	species	551551
Bradyrhizobium sp. P-45	species	413350
Bradyrhizobium sp. PC27	species	574732
Bradyrhizobium sp. PR1	species	574735
Bradyrhizobium sp. SM9	species	401988
Bradyrhizobium sp. STM 2468	species	370441
Bradyrhizobium sp. T130	species	617178
Bradyrhizobium sp. T85	species	617181
Bradyrhizobium sp. T93	species	617185
Bradyrhizobium sp. T98	species	617188
Bradyrhizobium sp. UKPF67	species	1265970
Bradyrhizobium sp. V62	species	574738
Bradyrhizobium sp. WBOS13	species	1390139
Bradyrhizobium sp. Z2-YC6859	species	674633
Branchiibius cervicis	species	908252
Brassicibacter mesophilus	species	745119
Brevibacillus agri	species	51101
Brevibacillus borstelensis	species	45462
Brevibacillus centrosporus	species	54910
Brevibacillus fluminis	species	511487
Brevibacillus ginsengisoli	species	363854
Brevibacillus laterosporus	species	1465
Brevibacillus levickii	species	278990
Brevibacillus sp. 22-10	species	519753
Brevibacillus sp. AIC3-7	species	1048742
Brevibacillus sp. FB2	species	379555
Brevibacillus sp. ITCr55	species	990053
Brevibacillus sp. I_47-J6PB8B	species	1172507
Brevibacillus sp. J3	species	648190
Brevibacillus sp. JAM-FM0601	species	472086
Brevibacillus sp. KC-EP-S11	species	619780
Brevibacillus sp. KSL51201-067	species	674285
Brevibacillus sp. MA3-6	species	937681
Brevibacillus sp. MG-2010-D1	species	936901
Brevibacillus sp. R-36717	species	875287
Brevibacillus sp. R-6469	species	251043
Brevibacillus sp. SE004	species	184419
Brevibacillus sp. T0-YC6741	species	674635
Brevibacillus sp. T3-YC6795	species	674636
Brevibacillus sp. Y1	species	792656
Brevibacillus thermoruber	species	33942
Brevibacterium album	species	417948
Brevibacterium antarcticum	species	239268
Brevibacterium avium	species	83828
Brevibacterium jeotgali	species	1262550
Brevibacterium luteolum	species	199591
Brevibacterium massiliense	species	576927
Brevibacterium otitidis	species	53364
Brevibacterium paucivorans	species	170994
Brevibacterium permense	species	234834
Brevibacterium pityocampae	species	506594
Brevibacterium ravenspurgense	species	479117
Brevibacterium sp. 10-1	species	1048987
Brevibacterium sp. 1364	species	747386
Brevibacterium sp. A9C6	species	908527
Brevibacterium sp. DA01	species	515259
Brevibacterium sp. JB5	species	1434826
Brevibacterium sp. Lc10-6	species	701351
Brevibacterium sp. M1-12	species	520095
Brevibacterium sp. MBTD_CMFRI_Br01	species	1380320
Brevibacterium sp. MBTD_CMFRI_Br02	species	1380321
Brevibacterium sp. Tc3-6	species	1189328
Brevibacterium yomogidense	species	946573
Brevifollis gellanilyticus	species	748831
Brevundimonas alba	species	74314
Brevundimonas aurantiaca	species	74316
Brevundimonas basaltis	species	472166
Brevundimonas diminuta	species	293
Brevundimonas faecalis	species	947378
Brevundimonas intermedia	species	74315
Brevundimonas mediterranea	species	74329
Brevundimonas naejangsanensis	species	588932
Brevundimonas olei	species	657642
Brevundimonas sp. a001-4	species	887509
Brevundimonas sp. a101-97	species	887510
Brevundimonas sp. AP5s2-K1a	species	1406350
Brevundimonas sp. C2e1	species	748837
Brevundimonas sp. Ci19	species	944381
Brevundimonas sp. Da-10	species	462353
Brevundimonas sp. DB-4	species	873520
Brevundimonas sp. EMB 358	species	374883
Brevundimonas sp. FBs06	species	1234733
Brevundimonas sp. FXJ8.080	species	937118
Brevundimonas sp. Gc-2-c	species	561133
Brevundimonas sp. HINF004	species	509094
Brevundimonas sp. IARI-DV-20	species	1348522
Brevundimonas sp. ikaite c3	species	187281
Brevundimonas sp. JW23.4a	species	683762
Brevundimonas sp. KK23	species	1089213
Brevundimonas sp. LC144	species	1114437
Brevundimonas sp. LC293	species	1114491
Brevundimonas sp. LC342	species	1114516
Brevundimonas sp. LC516	species	1114584
Brevundimonas sp. MEB4	species	1202677
Brevundimonas sp. M_49	species	673501
Brevundimonas sp. M_6	species	673503
Brevundimonas sp. N-24	species	996560
Brevundimonas sp. P10	species	1264738
Brevundimonas sp. R-37030	species	885447
Brevundimonas sp. R043	species	1301680
Brevundimonas sp. R2A20-7	species	394358
Brevundimonas sp. SCU-B77	species	1474889
Brevundimonas sp. SD212	species	281067
Brevundimonas sp. sptzw11	species	715164
Brevundimonas sp. TMB1-11	species	1259051
Brevundimonas sp. TMB3-6	species	1259063
Brevundimonas sp. TmT2-7	species	1259100
Brevundimonas sp. V3M6	species	753118
Brevundimonas sp. V4.BP.05	species	98550
Brevundimonas staleyi	species	74326
Brevundimonas subvibrioides	species	74313
Brevundimonas terrae	species	363631
Brevundimonas vesicularis	species	41276
Brevundimonas viscosa	species	871741
Brochothrix sp. MVP25	species	993058
Brochothrix sp. NJ-25	species	411626
Brochothrix thermosphacta	species	2756
Brooklawnia cerclae	species	349934
Brumimicrobium sp. P99	species	478453
Bryocella elongata	species	863522
Buchnera aphidicola	species	9
Bulleidia extructa	species	118748
Burkholderia alpina	species	621374
Burkholderia australis	species	1355856
Burkholderia cepacia	species	292
Burkholderia dabaoshanensis	species	564714
Burkholderia lata	species	482957
Burkholderia multivorans	species	87883
Burkholderia plantarii	species	41899
Burkholderia sp.	species	36773
Burkholderia sp. 2336	species	1219694
Burkholderia sp. 2As	species	432299
Burkholderia sp. AKB2	species	933551
Burkholderia sp. C10	species	1178646
Burkholderia sp. C20(2012)	species	1218381
Burkholderia sp. C527	species	946069
Burkholderia sp. CBPB-HIM	species	298562
Burkholderia sp. CL-4	species	932739
Burkholderia sp. CYEB-4	species	574621
Burkholderia sp. DF4EH4	species	314618
Burkholderia sp. DF5EH4	species	314635
Burkholderia sp. Ellin120	species	188682
Burkholderia sp. Ellin155	species	188689
Burkholderia sp. EN-B9	species	80856
Burkholderia sp. H31(2010)	species	861856
Burkholderia sp. HLA54	species	758789
Burkholderia sp. ICMP 19548	species	1429144
Burkholderia sp. ICMP 19869	species	1429148
Burkholderia sp. IMER-A1-15	species	575300
Burkholderia sp. IMER-B1-42	species	624374
Burkholderia sp. IMER-B2-9	species	624377
Burkholderia sp. JPY268	species	667594
Burkholderia sp. JPY582	species	668823
Burkholderia sp. JPY602	species	668824
Burkholderia sp. JPY629	species	667701
Burkholderia sp. JSC-R3-522-9	species	1051555
Burkholderia sp. juv935	species	1085802
Burkholderia sp. K14	species	146790
Burkholderia sp. LDSP-10	species	588990
Burkholderia sp. LNBP10	species	903508
Burkholderia sp. M03(2010)	species	869429
Burkholderia sp. M12	species	235243
Burkholderia sp. MG-2011-12-C	species	1041646
Burkholderia sp. ny10	species	588996
Burkholderia sp. OSR40	species	146793
Burkholderia sp. RAU6.4b	species	1245401
Burkholderia sp. S222	species	748981
Burkholderia sp. S31R	species	748983
Burkholderia sp. S32	species	748984
Burkholderia sp. SaPR7	species	948576
Burkholderia sp. SBH-12	species	482114
Burkholderia sp. sen1024	species	1085836
Burkholderia sp. sen1066	species	1085852
Burkholderia sp. STM 1424	species	345617
Burkholderia sp. T110	species	620966
Burkholderia sp. TK2-F2-4	species	1002564
Burkholderia sp. UCT 29	species	222604
Burkholderia sp. XWS-7	species	1162512
Burkholderia sp. Y86	species	624370
Butyricicoccus pullicaecorum	species	501571
Butyricimonas faecihominis	species	1472416
Butyricimonas paravirosa	species	1472417
Butyricimonas sp. 180-3	species	1217280
Butyricimonas sp. 214-4	species	1217281
Butyricimonas sp. GD2	species	1232425
Butyricimonas synergistica	species	544644
Butyricimonas virosa	species	544645
Butyrivibrio crossotus	species	45851
Byssovorax cruenta	species	293647
Bythopirellula goksoyri	species	1400387
Caballeronia choica	species	326476
Caballeronia terrestris	species	1226301
Caballeronia zhejiangensis	species	871203
Caenimonas sp. TSX9-5	species	763440
Caenispirillum bisanense	species	414052
Caenispirillum salinarum	species	859058
Caldalkalibacillus uzonensis	species	353224
Caldanaerobius sp. CT149	species	1264860
Caldibacillus debilis	species	301148
Caldicellulosiruptor kristjanssonii	species	52765
Caldicoprobacter algeriensis	species	699281
Caldicoprobacter oshimai	species	551788
Caldimonas hydrothermale	species	391358
Caldimonas taiwanensis	species	307483
Caldinitratiruptor microaerophilus	species	671077
Calditerricola satsumensis	species	373054
Calditerricola sp. D08p5	species	1227738
Calditerricola yamamurae	species	448141
Calidifontibacter indicus	species	419650
Caloramator sp. 29R	species	552854
Calothrix sp. 2T08	species	980448
Calothrix sp. UAM 372	species	455216
Camelimonas abortus	species	1017184
Camelimonas lactis	species	659006
Campylobacter coli	species	195
Campylobacter concisus	species	199
Campylobacter cuniculorum	species	374106
Campylobacter curvus	species	200
Campylobacter faecalis	species	119231
Campylobacter fetus	species	196
Campylobacter gracilis	species	824
Campylobacter helveticus	species	28898
Campylobacter hominis	species	76517
Campylobacter hyointestinalis	species	198
Campylobacter insulaenigrae	species	260714
Campylobacter jejuni	species	197
Campylobacter lanienae	species	75658
Campylobacter lari	species	201
Campylobacter mucosalis	species	202
Campylobacter mucosalis-like bacterium	species	28079
Campylobacter rectus	species	203
Campylobacter showae	species	204
Campylobacter sp. 0402576-C0066	species	979665
Campylobacter sp. 0402694-C0078	species	979666
Campylobacter sp. 10_1_50	species	665939
Campylobacter sp. 11S02629-5	species	1476193
Campylobacter sp. canine oral taxon 283	species	1151541
Campylobacter sp. FOBRC14	species	936554
Campylobacter sp. FOBRC15	species	936555
Campylobacter sputorum	species	206
Campylobacter subantarcticus	species	497724
Campylobacter troglodytis	species	654363
Campylobacter ureolyticus	species	827
Candidimonas bauzanensis	species	658167
Capnocytophaga canimorsus	species	28188
Capnocytophaga cynodegmi	species	28189
Capnocytophaga genomosp. C1	species	230130
Capnocytophaga genosp. AHN8471	species	327574
Capnocytophaga gingivalis	species	1017
Capnocytophaga granulosa	species	45242
Capnocytophaga haemolytica	species	45243
Capnocytophaga leadbetteri	species	327575
Capnocytophaga ochracea	species	1018
Capnocytophaga sp.	species	44737
Capnocytophaga sp. AHN10044	species	327596
Capnocytophaga sp. AHN9576	species	327597
Capnocytophaga sp. AHN9687	species	327631
Capnocytophaga sp. AHN9756	species	334828
Capnocytophaga sp. canine oral taxon 295	species	1151550
Capnocytophaga sp. canine oral taxon 329	species	1151559
Capnocytophaga sp. CM59	species	936370
Capnocytophaga sp. HS5_2W_I24	species	1283311
Capnocytophaga sp. KC07084	species	1004260
Capnocytophaga sp. oral strain A47ROY	species	134211
Capnocytophaga sp. oral taxon 329	species	706435
Capnocytophaga sp. oral taxon 335	species	712215
Capnocytophaga sp. oral taxon 336	species	712216
Capnocytophaga sp. oral taxon 338	species	710239
Capnocytophaga sp. P2 oral strain P4P_12	species	252945
Capnocytophaga sp. S12-14	species	310948
Capnocytophaga sputigena	species	1019
Cardiobacterium hominis	species	2718
Cardiobacterium sp. B	species	93720
Cardiobacterium sp. canine oral taxon 176	species	1151504
Cardiobacterium valvarum	species	194702
Carnobacterium alterfunditum	species	28230
Carnobacterium divergens	species	2748
Carnobacterium jeotgali	species	545534
Carnobacterium maltaromaticum	species	2751
Carnobacterium sp. 12266/2009	species	670860
Carnobacterium sp. cG53	species	904904
Carnobacterium sp. KOPRI80155	species	1111958
Carnobacterium sp. St2	species	76118
Caryophanon tenue	species	33978
Casaltella massiliensis	species	938278
Castellaniella defragrans	species	75697
Castellaniella sp. 7.5A2	species	418766
Catabacter hongkongensis	species	270498
Catellatospora citrea	species	53366
Catenibacterium mitsuokai	species	100886
Catenovulum sp. X3	species	756463
Catenulispora cavernae	species	436228
Catenulispora fulva	species	627675
Catenulispora graminis	species	910543
Catenulispora rubra	species	280293
Catenulispora sp. CR3-AC11	species	604333
Catenulispora sp. Neo15	species	304898
Catenulispora sp. Neo6	species	304896
Catenulispora sp. Neo9	species	304897
Catenulispora subtropica	species	450798
Catenulispora yoronensis	species	450799
Catonella morbi	species	43997
Catonella sp. canine oral taxon 025	species	1151460
Catonella sp. canine oral taxon 048	species	1151469
Catonella sp. canine oral taxon 158	species	1151496
Catonella sp. canine oral taxon 160	species	1151497
Catonella sp. canine oral taxon 228	species	1151520
Catonella sp. canine oral taxon 257	species	1151531
Caulobacter daechungensis	species	1249558
Caulobacter endosymbiont of Tamarixia radiata	species	459277
Caulobacter fusiformis	species	69396
Caulobacter ginsengisoli	species	400775
Caulobacter mirabilis	species	69666
Caulobacter profundus	species	1380046
Caulobacter segnis	species	88688
Caulobacter sp.	species	78
Caulobacter sp. BBCT11	species	366327
Caulobacter sp. BE3-LECU2A-W	species	1416835
Caulobacter sp. BG3	species	869634
Caulobacter sp. BSL1	species	879555
Caulobacter sp. C2a3	species	748840
Caulobacter sp. C6a	species	748853
Caulobacter sp. C6a1	species	748854
Caulobacter sp. DS48-6-3	species	1380047
Caulobacter sp. ECN-2008	species	501878
Caulobacter sp. Gra6	species	1327190
Caulobacter sp. RHLS5	species	1259117
Caulobacter sp. TPD16	species	862379
Caulobacter sp. WW137	species	1392317
Caulobacter sp. WW34	species	1392318
Caulobacter vibrioides	species	155892
Cecembia rubra	species	1485585
Celeribacter baekdonensis	species	875171
Celeribacter halophilus	species	576117
Celeribacter sp. 12C12	species	1073326
Celeribacter sp. Ar-118	species	1247564
Cellulomonas aerilata	species	515326
Cellulomonas chitinilytica	species	398759
Cellulomonas denverensis	species	264297
Cellulomonas gelida	species	1712
Cellulomonas hominis	species	156981
Cellulomonas iranensis	species	76862
Cellulomonas oligotrophica	species	931536
Cellulomonas septica	species	285080
Cellulomonas soli	species	931535
Cellulomonas sp. 3335BRRJ	species	564308
Cellulomonas sp. E301	species	633806
Cellulomonas sp. Eb1	species	588479
Cellulomonas sp. Ellin161	species	188575
Cellulomonas sp. ER1	species	546904
Cellulomonas sp. I-1	species	502257
Cellulomonas sp. KAR13	species	431436
Cellulomonas sp. KAR2	species	431437
Cellulomonas sp. m10-57	species	861295
Cellulomonas sp. m6-35	species	406183
Cellulomonas sp. MDT2-38	species	1259135
Cellulomonas sp. S20	species	927647
Cellulomonas sp. X-118	species	536442
Cellulomonas sp. Z0-YC6814	species	674642
Cellulophaga fucicola	species	76595
Cellulophaga lytica	species	979
Cellulophaga sp. AB261d	species	983782
Cellulophaga sp. AB420f	species	983778
Cellulophaga sp. Hel_I_12	species	1249972
Cellulosibacter alkalithermophilus	species	630405
Cellulosilyticum lentocellum	species	29360
Cellulosilyticum ruminicola	species	425254
Cellulosimicrobium cellulans	species	1710
Cellulosimicrobium funkei	species	264251
Cellulosimicrobium sp. 139-5	species	674502
Cellulosimicrobium sp. 143-1	species	674504
Cellulosimicrobium sp. C10	species	694272
Cellulosimicrobium sp. CO141	species	942107
Cellvibrio diazotrophicus	species	1193626
Cellvibrio fulvus	species	180916
Cellvibrio gandavensis	species	126348
Cellvibrio japonicus	species	155077
Cellvibrio ostraviensis	species	200905
Cellvibrio sp. 4_C16_14	species	440166
Cellvibrio sp. BT03	species	1351591
Cellvibrio sp. E20	species	1193625
Cellvibrio sp. J115(2013)	species	1284545
Cellvibrio sp. KY-YJ-1	species	454659
Cellvibrio sp. KY-YJ-2	species	454660
Cellvibrio sp. KY-YJ-3	species	454662
Cellvibrio sp. OA-2007	species	529823
Cellvibrio sp. R-4001	species	126347
Cellvibrio zantedeschiae	species	1237077
Centipeda periodontii	species	82203
Cerasibacillus quisquiliarum	species	227865
Cerasicoccus arenae	species	424488
Cerasicoccus frondis	species	490090
Cerasicoccus maritimus	species	490089
Cetobacterium somerae	species	188913
Chelativorans composti	species	768533
Chelatococcus asaccharovorans	species	28210
Chelatococcus daeguensis	species	444444
Chelatococcus reniformis	species	1494448
Chelatococcus sp. GAM110	species	936597
Chelatococcus sp. J-9.1	species	946101
Chelatococcus sp. MW13	species	716887
Chelatococcus sp. MW9	species	716889
Chishuiella changwenlii	species	1434701
Chitinibacter suncheonensis	species	1130730
Chitinimonas sp. GPTSA100-3	species	398223
Chitinimonas sp. KJ003	species	1037873
Chitinimonas viridis	species	664880
Chitinivorax tropicus	species	714531
Chitinophaga arvensicola	species	29529
Chitinophaga costaii	species	1335309
Chitinophaga filiformis	species	104663
Chitinophaga ginsengihumi	species	624395
Chitinophaga ginsengisegetis	species	393003
Chitinophaga ginsengisoli	species	363837
Chitinophaga japonensis	species	104662
Chitinophaga niastensis	species	536980
Chitinophaga oryziterrae	species	1031224
Chitinophaga pinensis	species	79329
Chitinophaga rupis	species	573321
Chitinophaga soli	species	398038
Chitinophaga sp. 37C7	species	659442
Chitinophaga sp. A5I53	species	641446
Chitinophaga sp. HYLR39-2	species	546413
Chitinophaga sp. LA7	species	797537
Chitinophaga sp. LWH185	species	1387388
Chitinophaga sp. RA12	species	1079533
Chitinophaga sp. sen1074	species	1085859
Chitinophaga sp. SKC's SSSS	species	1211943
Chitinophaga sp. t5	species	1461282
Chitinophaga sp. T58-2	species	1096749
Chitinophaga sp. THG-C73	species	1265444
Chitinophaga sp. Z2-YC6856	species	674645
Chitinophaga taiwanensis	species	1305695
Chitinophaga terrae Kim and Jung 2007	species	408074
Chlamydia muridarum	species	83560
Chlamydia pneumoniae	species	83558
Chlamydia trachomatis	species	813
Chondromyces lanuginosus	species	83446
Chondromyces pediculatus	species	83447
Chondromyces robustus	species	83448
Christensenella minuta	species	626937
Chromatocurvus halotolerans	species	1132028
Chromobacterium sp. 91	species	870885
Chromobacterium subtsugae	species	251747
Chromohalobacter salexigens	species	158080
Chromohalobacter sarecensis	species	245294
Chroococcidiopsis sp. 9E-07	species	980452
Chroococcidiopsis sp. BB79.2	species	171387
Chroococcidiopsis sp. BB96.1	species	171390
Chroococcidiopsis sp. MMG-6	species	637607
Chroococcidiopsis sp. PCC 8201	species	1027984
Chryseobacterium antarcticum	species	266748
Chryseobacterium anthropi	species	520603
Chryseobacterium bovis	species	421530
Chryseobacterium daecheongense	species	192389
Chryseobacterium daejeonense	species	427594
Chryseobacterium formosense	species	236814
Chryseobacterium gleum	species	250
Chryseobacterium greenlandense	species	345663
Chryseobacterium gregarium	species	456299
Chryseobacterium hagamense	species	395935
Chryseobacterium haifense	species	421525
Chryseobacterium halperniae	species	421072
Chryseobacterium hispanicum	species	358687
Chryseobacterium hominis	species	420404
Chryseobacterium humi	species	493375
Chryseobacterium hungaricum	species	454006
Chryseobacterium indologenes	species	253
Chryseobacterium jeonii	species	266749
Chryseobacterium moechotypicola	species	427593
Chryseobacterium piscium	species	333702
Chryseobacterium profundimaris	species	1387275
Chryseobacterium shigense	species	297244
Chryseobacterium solincola	species	510955
Chryseobacterium sp. 175a	species	1495537
Chryseobacterium sp. 5516J-09	species	540558
Chryseobacterium sp. A17U	species	1199153
Chryseobacterium sp. A5	species	1289166
Chryseobacterium sp. ABc1	species	546416
Chryseobacterium sp. AR160	species	908843
Chryseobacterium sp. B-G-R2A3	species	926659
Chryseobacterium sp. BBCT14	species	366335
Chryseobacterium sp. BGB19	species	1350540
Chryseobacterium sp. bk_19	species	933415
Chryseobacterium sp. CCBAU 10985	species	1071862
Chryseobacterium sp. CH9	species	713570
Chryseobacterium sp. CO68Nov	species	1491911
Chryseobacterium sp. D14	species	1327208
Chryseobacterium sp. EacM1.15	species	947925
Chryseobacterium sp. Es29	species	1327250
Chryseobacterium sp. FBF-7	species	746835
Chryseobacterium sp. FRGDSA 4034/97	species	258005
Chryseobacterium sp. H-6-1	species	265664
Chryseobacterium sp. HMC6043	species	651867
Chryseobacterium sp. HME7527	species	1167800
Chryseobacterium sp. ICM 42	species	1248825
Chryseobacterium sp. IIL-Nv8	species	904494
Chryseobacterium sp. IMER-A2-9	species	576487
Chryseobacterium sp. Iso-52	species	1322301
Chryseobacterium sp. JIP 16/96	species	258001
Chryseobacterium sp. LDA39 G1966 13a	species	258010
Chryseobacterium sp. LEN18	species	1154588
Chryseobacterium sp. LKL06	species	913773
Chryseobacterium sp. M2T8B9	species	683013
Chryseobacterium sp. MC10-6	species	862085
Chryseobacterium sp. MDT2-18	species	1259136
Chryseobacterium sp. MH	species	279209
Chryseobacterium sp. MH15	species	477732
Chryseobacterium sp. MH28	species	477735
Chryseobacterium sp. MOSEL-n5	species	1380027
Chryseobacterium sp. NCY	species	479786
Chryseobacterium sp. NSG18	species	1332262
Chryseobacterium sp. OS11	species	437514
Chryseobacterium sp. PanRB004	species	878244
Chryseobacterium sp. PBI 116	species	862125
Chryseobacterium sp. PCA_F2_7	species	1081407
Chryseobacterium sp. PcRB003	species	878247
Chryseobacterium sp. PSR10	species	337580
Chryseobacterium sp. PYR2	species	1435205
Chryseobacterium sp. R064	species	1301706
Chryseobacterium sp. R31	species	1435650
Chryseobacterium sp. RV_H08_23a	species	864392
Chryseobacterium sp. SJ2FN2	species	999160
Chryseobacterium sp. SON-307	species	1221934
Chryseobacterium sp. SOZ3-3181	species	1200410
Chryseobacterium sp. sptzw36	species	715167
Chryseobacterium sp. StRB289	species	878232
Chryseobacterium sp. StRB356	species	878241
Chryseobacterium sp. StRB413	species	878243
Chryseobacterium sp. TA_EU	species	1472803
Chryseobacterium sp. TA_JX	species	1472804
Chryseobacterium sp. THG-NC1	species	1142185
Chryseobacterium sp. TM3_8	species	359079
Chryseobacterium sp. TP-Snow-C25	species	913785
Chryseobacterium sp. TSE57	species	763420
Chryseobacterium sp. WPCB010	species	556085
Chryseobacterium sp. Y1D	species	554457
Chryseobacterium sp. Zs25	species	1327221
Chryseobacterium stagni	species	363193
Chryseobacterium taeanense	species	311334
Chryseobacterium taklimakanense	species	536441
Chryseobacterium treverense	species	631455
Chryseobacterium vietnamense	species	866785
Chryseobacterium vrystaatense	species	307480
Chryseolinea serpens	species	947013
Chryseomicrobium imtechense	species	683153
Chthoniobacter flavus	species	191863
Citreicella marina	species	555512
Citreicella sp. 357	species	766499
Citricoccus alkalitolerans	species	246603
Citricoccus sp. JM-Cc	species	291767
Citricoccus sp. KMM 3890	species	907777
Citricoccus zhacaiensis	species	489142
Citrobacter amalonaticus	species	35703
Citrobacter farmeri	species	67824
Citrobacter sp. AzoR-2	species	358722
Citrobacter sp. BW4	species	408103
Citrobacter sp. ChDC B352	species	1444719
Citrobacter sp. ChDC B355	species	1444720
Citrobacter sp. DBM	species	452832
Citrobacter sp. DL4.2	species	1282186
Citrobacter sp. DY1981	species	971276
Citrobacter sp. F3-3	species	436050
Citrobacter sp. HD4.9	species	1282187
Citrobacter sp. I91-3	species	349541
Citrobacter sp. JVSP22	species	1432425
Citrobacter sp. NCCP-842	species	1503918
Citrobacter sp. P005	species	1301711
Citrobacter sp. SL-DB7	species	688073
Citrobacter sp. SR3	species	644559
Citrobacter sp. SSBC4	species	1150166
Citrobacter sp. ST8D	species	722873
Citrobacter sp. T18	species	1382989
Clavibacter michiganensis	species	28447
Clavibacter sp. Ens31	species	366271
Clavibacter sp. Ens35	species	366275
Cloacibacillus evryensis	species	508460
Cloacibacillus porcorum	species	1197717
Cloacibacterium haliotis	species	1280844
Cloacibacterium normanense	species	237258
Cloacibacterium rupense	species	517423
Clostridiales bacterium 60-7e	species	915177
Clostridioides difficile	species	1496
Clostridium maximum	species	35785
Clostridium polyendosporum	species	69208
Clostridium sp. YIT 12070	species	626945
Clostridium ventriculi	species	1267
Cobetia marina	species	28258
Cobetia sp. AB324d	species	983786
Cobetia sp. AP-MSU 3	species	937335
Cobetia sp. S3179	species	579466
Cobetia sp. SW4-5	species	934209
Cocleimonas flava	species	634765
Cohaesibacter gelatinilyticus	species	372072
Cohnella arctica	species	889520
Cohnella cellulosilytica	species	986710
Cohnella damuensis	species	549731
Cohnella ferri	species	422290
Cohnella fontinalis	species	477675
Cohnella nanjingensis	species	1387779
Cohnella panacarvi	species	400776
Cohnella plantaginis	species	1133857
Cohnella saccharovorans	species	1255256
Cohnella soli	species	425005
Cohnella sp. 3-117	species	866451
Cohnella sp. 3482BRRJ	species	999148
Cohnella sp. AR92	species	648716
Cohnella sp. CRCB9	species	1133065
Cohnella sp. D12(2010)	species	869430
Cohnella sp. G13	species	1289167
Cohnella sp. GT-L22	species	664903
Cohnella sp. IB-P192	species	662098
Cohnella sp. M36(2010)	species	869431
Cohnella sp. OS1-20	species	604312
Cohnella sp. T	species	365345
Cohnella sp. WSULV3	species	886558
Cohnella suwonensis	species	696072
Cohnella thailandensis	species	557557
Cohnella thermotolerans	species	329858
Cohnella yongneupensis	species	425006
Collimonas fungivorans	species	158899
Collimonas pratensis	species	279113
Collimonas sp. IS343	species	931539
Collimonas sp. MH6	species	869635
Collinsella aerofaciens	species	74426
Collinsella intestinalis	species	147207
Collinsella stercoris	species	147206
Collinsella tanakaei	species	626935
Colwellia aestuarii	species	329993
Colwellia aquaemaris	species	1195759
